EDGE_ID,GridNo,Split_SequenceNum,CentroidX,CentroidY
6,45,2,83.2040827819549,26.101160765483073
6,45,3,83.20405318222026,26.101070379576107
6,45,4,83.203993982751,26.100940117533717
6,45,5,83.20395846306944,26.100793905037158
7,45,0,83.20415086134454,26.10127773548032
7,45,1,83.20455637770898,26.101062404349022
8,45,0,83.20277743365769,26.10117937434627
8,45,1,83.20299055174702,26.10105177071291
9,45,0,83.20193088124725,26.101102280484447
9,45,1,83.20190128151262,26.101030503440683
10,45,0,83.20179768244141,26.101088988439304
10,45,1,83.20190128151262,26.101030503440683
11,45,0,83.2031207905794,26.101078354803192
11,45,1,83.20310599071209,26.100995944123312
12,45,0,83.20299055174702,26.10105177071291
12,45,1,83.20310599071209,26.100995944123312
13,45,0,83.20190128151262,26.101030503440683
13,45,1,83.20215583923044,26.100865682080926
14,45,0,83.20310599071209,26.100995944123312
14,45,1,83.20317999004865,26.100934800715663
14,45,2,83.20333982861567,26.10085504844481
14,45,3,83.20341974789916,26.1008258059455
14,45,4,83.20345230760726,26.100804538673273
15,45,0,83.20215583923044,26.100865682080926
15,45,1,83.20227423816895,26.10079656344619
16,45,0,83.20215583923044,26.100865682080926
16,45,1,83.20208479986732,26.100714152766308
17,45,0,83.20399102277754,26.10077529617396
17,45,1,83.20435805948696,26.10058123231489
18,45,0,83.20241335692172,26.10071681117534
18,45,1,83.20254951570102,26.1006290836774
18,45,2,83.2026235150376,26.100594524360034
19,45,0,83.20206112007962,26.100639717313516
19,45,1,83.20192792127378,26.10035526754748
20,45,0,83.20435805948696,26.10058123231489
20,45,1,83.20468661654137,26.100400460500964
21,45,0,83.20435509951349,26.100557306633636
21,45,1,83.2042426205219,26.100264881640516
22,45,0,83.20287511278197,26.100379193228736
22,45,1,83.20274191397613,26.10012664437104
23,45,0,83.2018776017249,26.10024095595926
23,45,1,83.2018065623618,26.100081451417562
23,45,2,83.20175624281292,26.09994853096614
24,45,0,83.20274191397613,26.10012664437104
24,45,1,83.20270047434764,26.100046892100192
25,45,0,83.20300831158781,26.10011069391687
25,45,1,83.20299943166741,26.100065500963392
25,45,2,83.20286327288811,26.099751808698045
26,45,0,83.20259095532951,26.099834219377925
26,45,1,83.20275079389651,26.099751808698045
27,45,0,83.20395846306944,26.100792575832646
27,45,1,83.20399102277754,26.10077529617396
28,45,0,83.20386374391863,26.10143724002202
28,45,1,83.20392590336135,26.101397363886594
29,45,0,83.20208479986732,26.100714152766308
29,45,1,83.20206112007962,26.100639717313516
30,45,0,83.20192792127378,26.10035526754748
30,45,1,83.20187908171164,26.100239626754746
31,45,0,83.20227423816895,26.10079656344619
31,45,1,83.20241335692172,26.10071681117534
0,123,0,83.12275984066298,26.032761283357853
0,123,1,83.12283675469612,26.032716104260523
0,123,2,83.1229757916022,26.032657641115232
0,32,0,225.0,2.0
0,32,1,255.0,31.0
0,32,2,296.0,60.0
0,32,3,315.0,78.0
0,32,4,323.0,92.0
1,32,0,688.0,2.0
1,32,1,722.0,21.0
2,32,0,730.0,5.0
2,32,1,727.0,17.0
2,32,2,722.0,21.0
2,32,3,724.0,27.0
2,32,4,720.0,37.0
3,32,0,323.0,92.0
3,32,1,312.0,119.0
3,32,2,301.0,176.0
4,32,0,323.0,92.0
4,32,1,401.0,146.0
4,32,2,432.0,174.0
5,32,0,614.0,113.0
5,32,1,686.0,148.0
5,32,2,721.0,169.0
5,32,3,772.0,190.0
5,32,4,784.0,199.0
5,32,5,866.0,235.0
5,32,6,936.0,271.0
6,32,0,721.0,169.0
6,32,1,707.0,205.0
7,32,0,432.0,174.0
7,32,1,495.0,233.0
7,32,2,525.0,253.0
7,32,3,550.0,261.0
7,32,4,618.0,300.0
8,32,0,432.0,174.0
8,32,1,428.0,198.0
8,32,2,413.0,245.0
9,32,0,350.0,464.0
9,32,1,321.0,566.0
10,32,0,219.0,520.0
10,32,1,321.0,566.0
10,32,2,316.0,582.0
11,32,0,321.0,566.0
11,32,1,368.0,587.0
11,32,2,467.0,639.0
12,32,0,864.0,606.0
12,32,1,858.0,619.0
12,32,2,856.0,650.0
12,32,3,848.0,690.0
13,32,0,500.0,625.0
13,32,1,492.0,653.0
13,32,2,541.0,678.0
14,32,0,492.0,653.0
14,32,1,481.0,695.0
15,32,0,541.0,678.0
15,32,1,617.0,714.0
16,32,0,541.0,678.0
16,32,1,536.0,696.0
17,32,0,848.0,690.0
17,32,1,848.0,699.0
17,32,2,890.0,730.0
18,32,0,624.0,699.0
18,32,1,617.0,714.0
18,32,2,687.0,754.0
19,32,0,35.0,727.0
19,32,1,28.0,803.0
19,32,2,3.0,946.0
20,32,0,894.0,731.0
20,32,1,957.0,778.0
20,32,2,1012.0,811.0
20,32,3,1019.0,819.0
20,32,4,1021.0,830.0
21,32,0,310.0,732.0
21,32,1,399.0,780.0
22,32,0,956.0,783.0
22,32,1,918.0,871.0
23,32,0,764.0,818.0
23,32,1,845.0,871.0
23,32,2,897.0,901.0
23,32,3,922.0,912.0
23,32,4,979.0,949.0
24,32,0,897.0,901.0
24,32,1,881.0,957.0
25,32,0,890.0,730.0
25,32,1,894.0,731.0
26,32,0,730.0,5.0
26,32,1,720.0,37.0
27,32,0,500.0,625.0
27,32,1,481.0,695.0
28,32,0,918.0,871.0
28,32,1,881.0,957.0
0,4,0,83.13704964454766,26.131432718414533
0,4,1,83.1372746522893,26.13127588852188
0,4,2,83.1375085419155,26.131137665565646
0,4,3,83.13775723468258,26.130972861271676
1,4,0,83.13545682658703,26.131220067712633
1,4,1,83.13547459035611,26.131201460776218
1,4,2,83.13546866909975,26.13117487943848
1,4,3,83.13535616522893,26.130901091659783
1,4,4,83.13531471643441,26.1307681849711
1,4,5,83.13512523623092,26.13030301156069
2,4,0,83.13596309400575,26.130930331131296
2,4,1,83.13604303096659,26.1307681849711
2,4,2,83.13605191285113,26.130736287365814
3,4,0,83.13571736186684,26.12985910322048
3,4,1,83.1359394089803,26.129750119735753
4,4,0,83.1363775819509,26.12984049628406
4,4,1,83.13619106237557,26.129486964492155
4,4,2,83.13619402300375,26.129457725020643
5,4,0,83.13543906281795,26.12900850041288
5,4,1,83.13535320460075,26.12883572171759
6,4,0,83.13596309400575,26.130930331131296
6,4,1,83.13605191285113,26.130736287365814
0,149,0,83.1497230364641,26.01470621490599
0,149,1,83.14978515469613,26.014647744124332
0,149,2,83.14980290276243,26.01458661089392
0,149,3,83.14983248287292,26.0145600333994
0,149,4,83.14995080331492,26.014506884284483
0,149,5,83.14997150939227,26.014482963952
0,149,6,83.14996559337017,26.014432460544572
0,149,7,83.14990347513812,26.01428360395985
0,149,8,83.14985614696133,26.01419854187947
0,149,9,83.14982360883978,26.014174616260267
1,149,0,83.15090032486188,26.014384708578945
1,149,1,83.1511280917127,26.014275751424837
2,149,0,83.15104822541437,26.013619206834562
2,149,1,83.15093286298342,26.01341984214311
2,149,2,83.15085299668509,26.013239087278247
2,149,3,83.15083229060774,26.013130105452795
2,149,4,83.15082341657458,26.012922777205297
2,149,5,83.15080566850828,26.012835060018823
0,142,0,83.21740447491713,26.025199718414534
0,142,1,83.21736601790056,26.024808972749792
0,142,2,83.21734235204421,26.02467872419488
1,142,0,83.21739264198897,26.024686698596202
1,142,1,83.21734235204421,26.02467872419488
1,142,2,83.216457840663,26.024495312964493
2,142,0,83.21734235204421,26.02467872419488
2,142,1,83.21734531027626,26.024620245251857
2,142,2,83.21728022917128,26.02440759454996
2,142,3,83.21725952154698,26.0243730388109
2,142,4,83.21718852397791,26.024091276630884
2,142,5,83.21714710872929,26.023798881915774
2,142,6,83.21710865171272,26.023631419488026
3,142,0,83.21729206209946,26.0243730388109
3,142,1,83.2173689761326,26.02435709000826
3,142,2,83.21743701546963,26.024327850536746
3,142,3,83.21747251425415,26.02428797853014
4,142,0,83.2170938605525,26.023578256812552
4,142,1,83.21709681878454,26.023551675474813
4,142,2,83.21708202762431,26.023482563996698
4,142,3,83.2170406123757,26.023352315441784
4,142,4,83.21702582121549,26.023253964492156
4,142,5,83.21698440596685,26.02311574153592
4,142,6,83.21694299071824,26.02286056069364
4,142,7,83.21693115779007,26.02283663748968
4,142,8,83.21693707425415,26.022770184145333
5,142,0,83.21620639093923,26.02287916763006
5,142,1,83.21636613546963,26.022847270024773
5,142,2,83.21693707425415,26.022770184145333
6,142,0,83.21636613546963,26.022847270024773
6,142,1,83.21636021900554,26.022796765483072
7,142,0,83.21693707425415,26.022770184145333
7,142,1,83.21706427823206,26.022722337737406
7,142,2,83.21715894165747,26.022663858794385
7,142,3,83.21716485812156,26.02256816597853
7,142,4,83.21714710872929,26.02249108009909
8,142,0,83.21710865171272,26.023631419488026
8,142,1,83.2170938605525,26.023578256812552
0,71,0,83.22844149193013,26.083054341866227
0,71,1,83.2286190510723,26.08294270024773
0,71,2,83.22869895268627,26.08291346077622
